Year,P_ID,Scheme_Typ,Scheme,Plantation_Area_Ha,Mode,Mode_Name,Locality,Type_of_PI,Type_of_Su,Beat,District,Subdivision,Range,User_Name,Designatio,Type_of_Pl
2020-21,MDI20034,Single,SCATFORM,18.1857,JFMC,Bamsree Twisa,SANTINAGAR,AR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
2020-21,SBM 20019,Single,SCATFORM,8.72521,JFMC,Herbatalli,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Niren Kr. Choudhury, Fr.",Beat Officer,
2020-21,SBM 20020,Single,SCATFORM,2.82248,JFMC,Herbatalli,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Niren Kr. Choudhury, Fr.",Beat Officer,
2020-21,SBM 20021,Single,SCATFORM,7.92171,JFMC,Mandalipara,Ratan Moni,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Niren Kr. Choudhury,Fr",Beat Officer,
2020-21,SBM 20022,Single,SCATFORM,5.32002,JFMC,Balipara,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Niren Kr. Choudhury,Fr",Beat Officer,
2020-21,SBM 20023,Single,SCATFORM,12.1084,JFMC,Herbatalli,Harbatali,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Niren Kr. Choudhury,Fr",Beat Officer,
2020-21,SBM 20024,Single,SCATFORM,11.4308,JFMC,Mandalipara,Ratan Moni,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Niren Kr. Choudhury,Fr",Beat Officer,
2020-21,SBM 20025,Single,SCATFORM,5.2918,JFMC,Balipara,Harbatali,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Niren Kr. Choudhury,Fr",Beat Officer,
2020-21,SBM 20026,Single,SCATFORM,13.3021,JFMC,Ghagrabasti,Baishnabpur,AR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Lari Mohan Tripura,Fr",Beat Officer,
2020-21,SBM 20027,Single,SCATFORM,1.715,JFMC,South Baishnabpur,Baishnabpur,AR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Lari Mohan Tripura,Fr",Beat Officer,
2020-21,SBM 20028,Single,SCATFORM,1.99367,JFMC,South Baishnabpur,Baishnabpur,AR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Lari Mohan Tripura,Fr",Beat Officer,
2020-21,SBM 20029,Single,SCATFORM,5.41937,JFMC,Dakshin Bijoypur,Baishnabpur,AR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Lari Mohan Tripura,Fr",Beat Officer,
2020-21,SBM 20030,Single,SCATFORM,10.3251,JFMC,Ghagrabasti,Baishnabpur,ANR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Lari Mohan Tripura,Fr",Beat Officer,
2020-21,SBM 20031,Single,SCATFORM,5.29237,JFMC,South Baishnabpur,Baishnabpur,ANR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Lari Mohan Tripura,Fr",Beat Officer,
2020-21,SBM 20033,Single,SCATFORM,2.19386,JFMC,Joysingpara,Paschim Takka Tulshi,AR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Rakesh Debbarma,Fr",Beat Officer,
2020-21,SBM 20034,Single,SCATFORM,7.50626,JFMC,Joysingpara,Paschim Takka Tulshi,AR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Rakesh Debbarma,Fr",Beat Officer,
2020-21,SBM 20035,Single,SCATFORM,16.8443,JFMC,Ramchanpara,,AR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Rakesh Debbarma,Fr",Beat Officer,
2020-21,SBM 20036,Single,SCATFORM,26.3245,JFMC,Joysingpara,Paschim Takka Tulshi,ANR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Rakesh Debbarma,Fr",Beat Officer,
2020-21,SBM 20037,Single,SCATFORM,9.15934,JFMC,Ramchanpara,,ANR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Rakesh Debbarma,Fr",Beat Officer,
2020-21,SBM 20038,Single,SCATFORM,2.83567,JFMC,Ramchanpara,,ANR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Rakesh Debbarma,Fr",Beat Officer,
2020-21,SDR20001,Single,SCATFORM,11.9056,JFMC,Hatai Kotor,Dumrakaridak,ANR,Block,Dumrakaridak,West Tripura,Sadar,Subalsingh,"Sri Purna Manik Noatia, Fr",Beat Officer,
2020-21,SDR20002,Single,SCATFORM,3.13935,JFMC,Hatai Kotor,Dumrakaridak,ANR,Block,Dumrakaridak,West Tripura,Sadar,Subalsingh,"Sri Purna Manik Noatia, Fr",Beat Officer,
2020-21,SDR20003,Single,SCATFORM,2.82497,JFMC,Hatai Kotor,Dumrakaridak,ANR,Block,Dumrakaridak,West Tripura,Sadar,Subalsingh,"Sri Purna Manik Noatia, Fr",Beat Officer,
2020-21,SDR20004,Single,SCATFORM,4.04037,JFMC,Tiyari Mairang,Dumrakaridak,ANR,Block,Dumrakaridak,West Tripura,Sadar,Subalsingh,"Sri Purna Manik Noatia, Fr",Beat Officer,
2020-21,SDR20005,Single,SCATFORM,15.0421,JFMC,Jora Kwtal,Dumrakaridak,ANR,Block,Dumrakaridak,West Tripura,Sadar,Subalsingh,"Sri Purna Manik Noatia, Fr",Beat Officer,
2020-21,SDR20006,Single,SCATFORM,4.09697,JFMC,Jora Kwtal,Dumrakaridak,AR,Block,Dumrakaridak,West Tripura,Sadar,Subalsingh,"Sri Purna Manik Noatia, Fr",Beat Officer,
2020-21,SDR20007,Single,SCATFORM,0.364449,JFMC,Tiyari Mairang,Dumrakaridak,AR,Block,Dumrakaridak,West Tripura,Sadar,Subalsingh,"Sri Purna Manik Noatia, Fr",Beat Officer,
2020-21,SDR20008,Single,SCATFORM,2.86934,JFMC,Tiyari Mairang,Dumrakaridak,AR,Block,Dumrakaridak,West Tripura,Sadar,Subalsingh,"Sri Purna Manik Noatia, Fr",Beat Officer,
2020-21,SNM20004D,Single,SCATFORM,12.297,JFMC,Chandulkami,Chandul,ANR,Block,Indurai,Sepahijala,Sonamura,Melaghar,"Shibashis Das, Fr",Beat Officer,
2020-21,SNM20017A,Single,SCATFORM,3.60212,JFMC,Rabithakur,Dakshin Maheshpur,AR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Satyapati Pal, Fr",Beat Officer,
2020-21,SNM20019B,Single,SCATFORM,2.14282,JFMC,Rabithakur,Dakshin Maheshpur,AR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Satyapati Pal, Fr",Beat Officer,
2020-21,SNM20024A,Single,SCATFORM,11.2024,JFMC,D. Kalamchowra,DAKSHIN KALAMCHORA,AR,Block,Kalamchoura,Sepahijala,Sonamura,Baoxanagar,Bhagyapada Noatia,Beat Officer,
2020-21,SNM20024B,Single,SCATFORM,5.14829,JFMC,D. Kalamchowra,DAKSHIN KALAMCHORA,AR,Block,Kalamchoura,Sepahijala,Sonamura,Baoxanagar,Bhagyapada Noatia,Beat Officer,
2020-21,SNM20024C,Single,SCATFORM,4.39838,JFMC,D. Kalamchowra,DAKSHIN KALAMCHORA,AR,Block,Kalamchoura,Sepahijala,Sonamura,Baoxanagar,Bhagyapada Noatia,Beat Officer,
2020-21,SNM20033A,Single,SCATFORM,3.72575,JFMC,Kamalnagar,KAMALNAGAR,ANR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,"Bijoy Kr. Roy,Fr",Beat Officer,
2020-21,SNM20033C,Single,SCATFORM,6.89384,JFMC,Kamalnagar,KAMALNAGAR,ANR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,"Bijoy Kr. Roy,Fr",Beat Officer,
2020-21,SNM20035A,Single,SCATFORM,11.8688,JFMC,Kamalnagar,KAMALNAGAR,AR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,"Bijoy Kr. Roy,Fr",Beat Officer,
2020-21,SNM20035B,Single,SCATFORM,3.91746,JFMC,Kamalnagar,KAMALNAGAR,AR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,"Bijoy Kr. Roy,Fr",Beat Officer,
2020-21,SNM20035C,Single,SCATFORM,4.71951,JFMC,Kamalnagar,KAMALNAGAR,AR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,"Bijoy Kr. Roy,Fr",Beat Officer,
2020-21,SNM20035D,Single,SCATFORM,1.06604,JFMC,Kamalnagar,Kamalnagar,AR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,"Bijoy Kr. Roy,Fr",Beat Officer,
2020-21,SNM20002,Single,SCATFORM,7.73659,JFMC,Chandul kami JFMC,Chandul,AR,Block,Indurai,Sepahijala,Sonamura,Melaghar,Shibashis das,Beat Officer,
2020-21,SNM20003,Single,SCATFORM,2.01206,JFMC,Chandul kami,Uttar Taibandal,AR,Block,Indurai,Sepahijala,Sonamura,Melaghar,Shibashis das fr.,Beat Officer,
2020-21,SNM20003(part-A),Single,SCATFORM,3.43745,JFMC,Rabithakur JFMC,Dakshin Maheshpur,AR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,Satyapati paul,Beat Officer,
2020-21,SNM20003(Part-B),Single,SCATFORM,2.20779,JFMC,Rabithakur JFMC,Dakshin Maheshpur,AR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,Satyapati paul,Beat Officer,
2020-21,SNM20004 (Part-C),Single,SCATFORM,3.1834,JFMC,Chandul kami JFMC,Chandul,ANR,Block,Indurai,Sepahijala,Sonamura,Melaghar,Shibasish das,Beat Officer,
2020-21,SNM20004 (Part-E),Single,SCATFORM,2.78968,JFMC,Chandul kami,Uttar Taibandal,ANR,Block,Indurai,Sepahijala,Sonamura,Melaghar,Shibashis das,Beat Officer,
2020-21,SNM20004 (Part-F),Single,SCATFORM,2.57063,JFMC,Chandul kami,Uttar Taibandal,ANR,Block,Indurai,Sepahijala,Sonamura,Melaghar,Shibashis das,Beat Officer,
2020-21,SNM20004(part-A),Single,SCATFORM,2.94304,JFMC,Sanghati JFMC,Uttar Maheshpur,AR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,Satyapati paul,Beat Officer,
2020-21,SNM20004(part-B),Single,SCATFORM,0.540206,JFMC,Sanghati JFMC,Uttar Maheshpur,AR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,Satyapati paul,Beat Officer,
2020-21,SNM20005(Part-A),Single,SCATFORM,10.7576,JFMC,Rabithakur JFMC,Dakshin Maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,Satyapati Paul,Beat Officer,
2020-21,SNM20005(part-B),Single,SCATFORM,6.26908,JFMC,Rabithakur JFMC,Dakshin Maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,Satyapati paul,Beat Officer,
2020-21,SNM20006(part-A),Single,SCATFORM,11.658,JFMC,Sanghati JFMC,Uttar Maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,Satyapati paul,Beat Officer,
2020-21,SNM20006(part-B),Single,SCATFORM,5.20033,JFMC,Sanghati JFMC,Uttar Maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,Satyapati paul,Beat Officer,
2020-21,SNM20031 Part-A,Single,SCATFORM,9.03821,JFMC,Rahimpur JFMC,RAHIMPUR,AR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,"Kaustav Dasgupta,Fr",Beat Officer,
2020-21,SNM20031 Part - B,Single,SCATFORM,6.77692,JFMC,Rahimpur JFMC,RAHIMPUR,AR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,"Kaustav Dasgupta,Fr",Beat Officer,
2020-21,SNM20032 Part -A,Single,SCATFORM,3.39666,JFMC,Rahimpur JFMC,RAHIMPUR,ANR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,Kaustav Dasgupta . F.r.,Beat Officer,
2020-21,SNM20032 Part - B,Single,SCATFORM,4.97742,JFMC,Rahimpur JFMC,RAHIMPUR,ANR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,Kaustav Dasgupta  . F.r.,Beat Officer,
2020-21,SNM20032 PART - C,Single,SCATFORM,21.5081,JFMC,Rahimpur JFMC,RAHIMPUR,ANR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,Sri Kaustav Dasgupta . Fr.,Beat Officer,
2020-21,SNM20033 Part - B,Single,SCATFORM,6.6219,JFMC,Kamalnagar JFMC,KAMALNAGAR,ANR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,Sri Bijoy Kr. Roy . Fr.,Beat Officer,
2020-21,TLM20005,Single,SCATFORM,20.6303,JFMC,,Atharamura,AR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20006,Single,SCATFORM,10.2345,JFMC,,Atharamura,ANR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20007,Single,SCATFORM,5.37017,JFMC,,Atharamura,AR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20008,Single,SCATFORM,10.3979,JFMC,,Atharamura,ANR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20009,Single,SCATFORM,10.5321,JFMC,,Atharamura,AR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20010,Single,SCATFORM,15.6597,JFMC,,Atharamura,AR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20011,Single,SCATFORM,15.085,JFMC,,Atharamura,ANR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20012,Single,SCATFORM,10.5042,JFMC,,Atharamura,AR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20013,Single,SCATFORM,10.6028,JFMC,,Atharamura,ANR,Block,Atharamura,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20014,Single,SCATFORM,10.5271,JFMC,,Ramkrishnapur,AR,Block,Mungiakami,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20015,Single,SCATFORM,10.2826,JFMC,,Ramkrishnapur,ANR,Block,Mungiakami,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20026,Single,SCATFORM,10.6656,JFMC,,Uttar Gokulnagar,AR,Block,Chakmaghat,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20027,Single,SCATFORM,20.6151,JFMC,,Uttar Gokulnagar,ANR,Block,Chakmaghat,Khowai,Teliamura,Mungiakami,Nil,Beat Officer,
2020-21,TLM20042,Single,SCATFORM,10.2588,JFMC,,Hadrai (ADC),ANR,Block,Baramura,Khowai,Teliamura,Teliamura,Nil,Beat Officer,
2020-21,TLM20043,Single,SCATFORM,5.34873,JFMC,,Hadrai (ADC),AR,Block,Baramura,Khowai,Teliamura,Teliamura,Nil,Beat Officer,
2020-21,TLM20044,Single,SCATFORM,5.18876,JFMC,Howaibari,Howaibari,AR,Block,Baramura,Khowai,Teliamura,Teliamura,Nil,Beat Officer,
2020-21,TLM20045,Single,SCATFORM,10.2227,JFMC,,Howaibari,ANR,Block,Baramura,Khowai,Teliamura,Teliamura,Nil,Beat Officer,
2020-21,TLM20046,Single,SCATFORM,5.3978,JFMC,,Sardukarkari (ADC),AR,Block,Baramura,Khowai,Teliamura,Teliamura,Nil,Beat Officer,
2020-21,TLM20047,Single,SCATFORM,15.6918,JFMC,,Sardukarkari (ADC),ANR,Block,Baramura,Khowai,Teliamura,Teliamura,Nil,Beat Officer,
2020-21,MKR 11,Single,SCATFORM,5.915,JFMC,Khathansa bodal jfmc(Atharamura ADC Village),Ramkrishnapur,AR,Block,Mungiakami,Khowai,Teliamura,Mungiakami,Badal kalai fr M S khabaksa bodal jfmc,Beat Officer,
2020-21,UDP20021,Single,SCATFORM,6.87036,JFMC,Lailak JFMC,Uttar Baramura,AR,Block,Tuichakmabari,Gomati,Udaipur,Killa,"Sri Amarendra Jamatia, Fr",Beat Officer,
2020-21,UDP20022,Single,SCATFORM,14.9375,JFMC,Lailak JFMC,Uttar Baramura,ANR,Block,Tuichakmabari,Gomati,Udaipur,Killa,"Sri Amarendra Jamatia, Fr",Beat Officer,
2021-22,MDI21026,Single,SCATFORM,10.8775,JFMC,East Belbari,EAST BELBARI,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21023(S),Single,SCATFORM,4.59901,JFMC,Bamsree Twisa,SANTINAGAR,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21024(S),Single,SCATFORM,5.10628,JFMC,East Belbari,EAST BELBARI,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21025(S),Single,SCATFORM,10.0795,JFMC,Bamsree Twisa,SANTINAGAR,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21027(S),Single,SCATFORM,10.7125,JFMC,Gangia Twisa,BIKRAM MOLSOM,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21028(S),Single,SCATFORM,10.3956,JFMC,Bamsree Twisa,SANTINAGAR,AR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21029(S),Single,SCATFORM,10.8331,JFMC,East Belbari,EAST BELBARI,AR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21030(S),Single,SCATFORM,11.1277,JFMC,Gangia Twisa,BIKRAM MOLSOM,AR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21031(S),Single,SCATFORM,5.19903,JFMC,Gangia Twisa,BIKRAM MOLSOM,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Kamala Debbarma, Fr.",Beat Officer,
2021-22,MDI21032(S),Single,SCATFORM,6.00034,JFMC,Shibnagar,SHIBNAGAR,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr.",Beat Officer,
2021-22,MDI21033(S),Single,SCATFORM,4.54661,JFMC,Burakha,BORAKHA,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr.",Beat Officer,
2021-22,MDI21034(S),Single,SCATFORM,5.32135,JFMC,Shivnagar,SHIBNAGAR,AR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr.",Beat Officer,
2021-22,MDI21035(S),Single,SCATFORM,5.00877,JFMC,Burakha,BORAKHA,AR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr.",Beat Officer,
2021-22,MDI21036(S),Single,SCATFORM,13.2783,JFMC,Sinai kami,KHAMTHING-BARI,ANR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Bimal Debbarma, Fr.",Beat Officer,
2021-22,MDI21037(S),Single,SCATFORM,6.57303,JFMC,Raktiacherra,VRIGUDASBARI,ANR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Bimal Debbarma, Fr.",Beat Officer,
2021-22,MDI21038(S),Single,SCATFORM,3.64392,JFMC,Raktiacherra,VRIGUDASBARI,ANR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Bimal Debbarma, Fr.",Beat Officer,
2021-22,MDI21039(S),Single,SCATFORM,13.4761,JFMC,Bhrigudasbari,VRIGUDASBARI,ANR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Bimal Debbarma, Fr.",Beat Officer,
2021-22,MDI21040(S),Single,SCATFORM,8.50929,JFMC,Sinai kami,VRIGUDASBARI,AR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Bimal Debbarma, Fr.",Beat Officer,
2021-22,MDI21054(S),Single,SCATFORM,0.524779,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21055(S),Single,SCATFORM,0.553105,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21056(S),Single,SCATFORM,0.555798,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21057(S),Single,SCATFORM,0.539821,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21058(S),Single,SCATFORM,0.542392,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21059(S),Single,SCATFORM,0.577571,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21060(S),Single,SCATFORM,0.622675,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21061(S),Single,SCATFORM,0.521267,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21062(S),Single,SCATFORM,0.620187,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21063(S),Single,SCATFORM,0.557513,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21064(S),Single,SCATFORM,0.532512,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21065(S),Single,SCATFORM,0.701821,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21066(S),Single,SCATFORM,0.615803,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21067(S),Single,SCATFORM,0.541037,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21068(S),Single,SCATFORM,0.583987,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21069(S),Single,SCATFORM,1.03699,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21070(S),Single,SCATFORM,0.626771,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21071(S),Single,SCATFORM,0.560969,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21072(S),Single,SCATFORM,0.615172,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21073(S),Single,SCATFORM,0.534216,JFMC,Shibnagar,SHIBNAGAR,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21074(S),Single,SCATFORM,1.46569,JFMC,Kathirambari,KATHIRAMBARI,Agro-Forestry,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2021-22,MDI21077(S),Single,SCATFORM,11.4649,JFMC,Dumti Para,VRIGUDASBARI,ANR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21078(S),Single,SCATFORM,10.1655,JFMC,Dumti Para,VRIGUDASBARI,AR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21043(S),Single,SCATFORM,10.4763,JFMC,Bhrigudasbari,VRIGUDASBARI,AR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Bimal Debbarma, Fr.",Beat Officer,
2021-22,MDI21044(S),Single,SCATFORM,0.551376,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21045(S),Single,SCATFORM,0.559747,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21046(S),Single,SCATFORM,0.541192,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21047(S),Single,SCATFORM,0.588083,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21048(S),Single,SCATFORM,0.543721,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21049(S),Single,SCATFORM,0.581747,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21050(S),Single,SCATFORM,0.436992,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21051(S),Single,SCATFORM,0.535647,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21052(S),Single,SCATFORM,0.515237,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21053(S),Single,SCATFORM,0.54192,JFMC,Sinaikami,KHAMTHING-BARI,Agro-Forestry,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Aswani Debbarma, Fr",Beat Officer,
2021-22,MDI21041(S),Single,SCATFORM,6.96498,JFMC,Raktiacherra,VRIGUDASBARI,AR,Block,Raktiachhera,West Tripura,Mandai,Mandai,"Bimal Debbarma, Fr.",Beat Officer,
