Year,P_ID,Scheme_Typ,Scheme,Plantation_Area_Ha,Mode,Mode_Name,Locality,Type_of_PI,Type_of_Su,Beat,District,Subdivision,Range,User_Name,Designatio,Type_of_Pl
2021-22,SKGT21018,Single,SCATFORM,14.8346,JFMC,Sebachandra Para,Nil,ANR,Block,Andherchhara,Unakoti,Kumarghat,Pecharthal,"Sri Sukanta Sarkar, Fr",Beat Officer,
2021-22,SKGT21021,Single,SCATFORM,34.8685,JFMC,Sebachandra Para,Nil,ANR,Block,Andherchhara,Unakoti,Kumarghat,Pecharthal,"Sri Sukanta Sarkar, Fr",Beat Officer,
2021-22,SKGT21024,Single,SCATFORM,0.943538,JFMC,Bru Kami,Nil,AR,Block,Andherchhara,Unakoti,Kumarghat,Pecharthal,"Sri Sukanta Sarkar, Fr",Beat Officer,
2021-22,SKGT21026,Single,SCATFORM,5.30884,JFMC,Sebachandra Para,Nil,AR,Block,Andherchhara,Unakoti,Kumarghat,Pecharthal,"Sri Sukanta Sarkar, Fr",Beat Officer,
2021-22,SKGT21028,Single,SCATFORM,20.4082,JFMC,Chong Chong,Nil,AR,Block,Krishna Tilla,Unakoti,Kumarghat,Machmara,"Sri Uday Debbarma, Fr",Beat Officer,
2021-22,SKGT21029,Single,SCATFORM,20.1151,JFMC,Umanjoy Para,Nil,AR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Panditril Halam, Fr",Beat Officer,
2021-22,SKGT21030,Single,SCATFORM,9.95553,JFMC,Ramdula Para,Nil,ANR,Block,Krishna Tilla,Unakoti,Kumarghat,Machmara,"Sri Uday Debbarma, Fr",Beat Officer,
2021-22,SKGT21031,Single,SCATFORM,11.2871,JFMC,Mathura Para,Nil,ANR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Panditril Halam, Fr",Beat Officer,
2021-22,SKGT21032,Single,SCATFORM,25.9709,JFMC,Umanjoy Para,Nil,ANR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Panditril Halam, Fr",Beat Officer,
2021-22,SKGT21033,Single,SCATFORM,24.9822,JFMC,Chong Chong,Nil,ANR,Block,Krishna Tilla,Unakoti,Kumarghat,Machmara,"Sri Uday Debbarma, Fr",Beat Officer,
2021-22,SKGT21034,Single,SCATFORM,14.8086,JFMC,Mathura Para,Nil,ANR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Panditril Halam, Fr",Beat Officer,
2021-22,SKGT21035,Single,SCATFORM,20.1281,JFMC,Umanjoy Para,Nil,ANR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Panditril Halam, Fr",Beat Officer,
2021-22,SKGT21036,Single,SCATFORM,24.8277,JFMC,Ramdula Para,Nil,AR,Block,Krishna Tilla,Unakoti,Kumarghat,Machmara,"Sri Uday Debbarma, Fr",Beat Officer,
2021-22,SKGT21037,Single,SCATFORM,10.5011,JFMC,Mathura Para,Nil,AR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Panditril Halam, Fr",Beat Officer,
2021-22,SKGT21038,Single,SCATFORM,10.6043,JFMC,Umanjoy Para,Nil,AR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Panditril Halam, Fr",Beat Officer,
2021-22,BGF21016,Single,SCATFORM,2.10234,JFMC,Madhya Pilak JFMC,Madhya Pillak,ANR,Block,Avanga,South Tripura,Bagafa,Kakulia,"Sri Susanta Bhowmik, Fr",Beat Officer,
2021-22,BGF21010,Single,SCATFORM,5.02482,JFMC,Madhya Pilak JFMC,Madhya Pillak,AR,Block,Avanga,South Tripura,Bagafa,Kakulia,"Sri Susanta Bhowmik, Fr",Beat Officer,
2021-22,BGF21001,Single,SCATFORM,10.3199,JFMC,Laxmicherra JFMC,Laxmicharra,ANR,Block,Laxmichherra,South Tripura,Bagafa,Bagafa,"Sri Uttam Nath, Fr",Beat Officer,
2021-22,BGF21005,Single,SCATFORM,0.798979,JFMC,Laxmicherra JFMC,Laxmicharra,Agro-Forestry,Block,Laxmichherra,South Tripura,Bagafa,Bagafa,"Sri Uttam Nath, Fr",Beat Officer,
2021-22,BGF21006,Single,SCATFORM,0.385641,JFMC,Laxmicherra JFMC,Laxmicharra,Agro-Forestry,Block,Laxmichherra,South Tripura,Bagafa,Bagafa,"Sri Uttam Nath, Fr",Beat Officer,
2021-22,BGF21011,Single,SCATFORM,5.05003,JFMC,Madhya Pilak JFMC,Madhya Pillak,ANR,Block,Avanga,South Tripura,Bagafa,Kakulia,"Sri Susanta Bhowmik, Fr",Beat Officer,
2021-22,BGF21012,Single,SCATFORM,3.63696,JFMC,Madhya Pilak JFMC,Madhya Pillak,ANR,Block,Avanga,South Tripura,Bagafa,Kakulia,"Sri Susanta Bhowmik, Fr",Beat Officer,
2021-22,BGF21013,Single,SCATFORM,4.73043,JFMC,Madhya Pilak JFMC,Madhya Pillak,ANR,Block,Avanga,South Tripura,Bagafa,Kakulia,"Sri Susanta Bhowmik, Fr",Beat Officer,
2021-22,BGF21014,Single,SCATFORM,7.73239,JFMC,Madhya Pilak JFMC,Madhya Pillak,ANR,Block,Avanga,South Tripura,Bagafa,Kakulia,"Sri Susanta Bhowmik, Fr",Beat Officer,
2021-22,BGF21015,Single,SCATFORM,1.57481,JFMC,Madhya Pilak JFMC,Madhya Pillak,ANR,Block,Avanga,South Tripura,Bagafa,Kakulia,"Sri Susanta Bhowmik, Fr",Beat Officer,
2021-22,BGF21017,Single,SCATFORM,10.1555,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21018,Single,SCATFORM,2.24677,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21019,Single,SCATFORM,4.63047,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21020,Single,SCATFORM,12.838,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21021,Single,SCATFORM,12.1139,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21022,Single,SCATFORM,1.84869,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21023,Single,SCATFORM,6.17671,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21024,Single,SCATFORM,3.96655,JFMC,Kasta Kr Para JFMC,Srikantabari,AR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21025,Single,SCATFORM,1.05812,JFMC,Kasta Kr Para JFMC,Srikantabari,AR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21026,Single,SCATFORM,1.58297,JFMC,Kasta Kr Para JFMC,Srikantabari,AR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21027,Single,SCATFORM,3.49129,JFMC,Kasta Kr Para JFMC,Srikantabari,AR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2021-22,BGF21033,Single,SCATFORM,5.07327,JFMC,Malambari JFMC,Dhananjoynagar (ADC),AR,Block,Malambari,South Tripura,Bagafa,Hrishyamukh,"Sri Garloman Halam, Fr",Beat Officer,
2021-22,BGF21034,Single,SCATFORM,30.381,JFMC,Malambari JFMC,Dhananjoynagar (ADC),ANR,Block,Malambari,South Tripura,Bagafa,Hrishyamukh,"Sri Garloman Halam, Fr",Beat Officer,
2021-22,BGF21035,Single,SCATFORM,5.60211,JFMC,Malambari JFMC,Dhananjoynagar (ADC),AR,Block,Malambari,South Tripura,Bagafa,Hrishyamukh,"Sri Garloman Halam, Fr",Beat Officer,
2021-22,BGF21036,Single,SCATFORM,11.118,JFMC,Malambari JFMC,Dhananjoynagar (ADC),AR,Block,Malambari,South Tripura,Bagafa,Hrishyamukh,"Sri Garloman Halam, Fr",Beat Officer,
2021-22,BGF21045,Single,SCATFORM,10.0953,JFMC,Mohini Nagar JFMC,Mohininagar (ADC),AR,Block,Motai,South Tripura,Bagafa,Hrishyamukh,"Sri Bikash Ch Das, Fr",Beat Officer,
2021-22,BGF21046,Single,SCATFORM,4.97373,JFMC,Mohini Nagar JFMC,Mohininagar (ADC),AR,Block,Motai,South Tripura,Bagafa,Hrishyamukh,"Sri Bikash Ch Das, Fr",Beat Officer,
2021-22,BGF21047,Single,SCATFORM,5.21468,JFMC,Mohini Nagar JFMC,Mohininagar (ADC),AR,Block,Motai,South Tripura,Bagafa,Hrishyamukh,"Sri Bikash Ch Das, Fr",Beat Officer,
2021-22,BGF21048,Single,SCATFORM,30.2009,JFMC,Mohini Nagar JFMC,Mohininagar (ADC),ANR,Block,Motai,South Tripura,Bagafa,Hrishyamukh,"Sri Bikash Ch Das, Fr",Beat Officer,
2021-22,SBMSTC21117,Single,SCATFORM,13.2836,JFMC,Harbatali,Harbatali,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21118,Single,SCATFORM,1.22709,JFMC,Harbatali,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21120,Single,SCATFORM,3.07963,JFMC,Balipara,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMBNK21100,Single,SCATFORM,16.0814,JFMC,Manoranjan Para,Magroom,AR,Block,Magroom,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21101,Single,SCATFORM,5.88874,JFMC,Manoranjan Para,Magroom,AR,Block,Magroom,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21103,Single,SCATFORM,22.3146,JFMC,Manoranjan Para,Magroom,ANR,Block,Magroom,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21104,Single,SCATFORM,10.1837,JFMC,Ghagrabasti,Baishnabpur,AR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21105,Single,SCATFORM,14.8552,JFMC,Ghagrabasti,Baishnabpur,ANR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21106,Single,SCATFORM,15.358,JFMC,Ghagrabasti,Baishnabpur,ANR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMSNR21106,Single,SCATFORM,3.96139,JFMC,Naturam Para,Amlighat,AR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21107,Single,SCATFORM,15.8398,JFMC,Naturam Para,Amlighat,ANR,Block,Amlighat,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21108,Single,SCATFORM,5.80946,JFMC,Naturam Para,Amlighat,AR,Block,Amlighat,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21109,Single,SCATFORM,7.27513,JFMC,Duluk Chari,Amlighat,AR,Block,Amlighat,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21110,Single,SCATFORM,32.8883,JFMC,Duluk Chari,Amlighat,AR,Block,Amlighat,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21111,Single,SCATFORM,6.71649,JFMC,Duluk Chari,Amlighat,ANR,Block,Amlighat,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21112,Single,SCATFORM,9.90867,JFMC,Ramchan Para,Nil,AR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21113,Single,SCATFORM,2.23407,JFMC,Ramchan Para (P-1),Nil,AR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21114,Single,SCATFORM,3.99005,JFMC,Ramchan Para (P-1),Nil,,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21115,Single,SCATFORM,21.9936,JFMC,Ramchan Para,Nil,ANR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21116,Single,SCATFORM,7.53968,JFMC,Joysingbari,Paschim Takka Tulshi,AR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21117,Single,SCATFORM,5.94489,JFMC,Joysingbari (P-1),Paschim Takka Tulshi,AR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMSNR21119,Single,SCATFORM,22.9791,JFMC,Joysingbari,Paschim Takka Tulshi,ANR,Block,Sankartilla,South Tripura,Sabroom,Srinagar,"Sri Rakesh Debbarma, Fr",Beat Officer,
2021-22,SBMBNK21107,Single,SCATFORM,1.20711,JFMC,Ghagrabasti,Baishnabpur,AR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21108,Single,SCATFORM,4.59633,JFMC,Daksin Bijoypur,Purba Sabroom,AR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21109,Single,SCATFORM,3.37104,JFMC,Daksin Bijoypur,Purba Sabroom,ANR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21110,Single,SCATFORM,1.94943,JFMC,Daksin Bijoypur,Purba Sabroom,ANR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMBNK21111,Single,SCATFORM,0.945627,JFMC,Daksin Bijoypur,Purba Sabroom,AR,Block,Baishnabpur,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,SBMSTC21108,Single,SCATFORM,3.1798,JFMC,Mandalipara,Ratan Moni,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21109,Single,SCATFORM,3.03112,JFMC,Mandalipara,Ratan Moni,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21110,Single,SCATFORM,11.2824,JFMC,Mandalipara,Ratan Moni,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21111,Single,SCATFORM,4.25888,JFMC,Mandalipara,Ratan Moni,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21112,Single,SCATFORM,15.084,JFMC,Mandalipara,Ratan Moni,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21113,Single,SCATFORM,1.13218,JFMC,Mandalipara,Ratan Moni,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21114,Single,SCATFORM,4.10669,JFMC,Harbatali,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21115,Single,SCATFORM,3.95942,JFMC,Harbatali,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21116,Single,SCATFORM,12.1095,JFMC,Harbatali,Harbatali,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21119,Single,SCATFORM,3.15011,JFMC,Balipara,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21121(Part-II),Single,SCATFORM,5.30509,JFMC,Balipara,Harbatali,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21121,Single,SCATFORM,7.20991,JFMC,Balipara,Harbatali,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21122,Single,SCATFORM,12.9861,JFMC,Balipara,Harbatali,ANR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMSTC21123,Single,SCATFORM,1.06823,JFMC,Balipara,Harbatali,AR,Block,Betaga,South Tripura,Sabroom,Satchand,"Sri Niren Kumar Chowdhry, Fr",Beat Officer,
2021-22,SBMBNK21102,Single,SCATFORM,23.4926,JFMC,Manoranjan Para,Magroom,ANR,Block,Magroom,South Tripura,Sabroom,Bankul,"Sri Lari Mohan Tripura, Fr",Beat Officer,
2021-22,BLG21027,Single,SCATFORM,10.9855,JFMC,Mohanpur,MOHAN PUR,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21002,Single,SCATFORM,4.98217,JFMC,Goliraibari,GOLIRAIBARI,Agro-Forestry,Block,Promodenagar,Sepahijala,Bishalgarh,Charilam,"Nibas Deb,Fr",Beat Officer,
2021-22,BLG21022,Single,SCATFORM,14.4754,JFMC,Pravapur,PRAVAPUR,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21024,Single,SCATFORM,15.3565,JFMC,Pravapur,PRAVAPUR,AR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21039,Single,SCATFORM,1.26067,JFMC,Pravapur,PRAVAPUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21040,Single,SCATFORM,1.2266,JFMC,Pravapur,PRAVAPUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21042,Single,SCATFORM,1.30325,JFMC,Pravapur,PRAVAPUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21046,Single,SCATFORM,1.11302,JFMC,Khumpuibadal,Nil,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21003,Single,SCATFORM,5.31265,JFMC,Goliraibari,GOLIRAIBARI,ANR,Block,Promodenagar,Sepahijala,Bishalgarh,Charilam,"Nibas Deb,Fr",Beat Officer,
2021-22,BLG21004,Single,SCATFORM,5.03483,JFMC,Tarapadabari,PATHALIAGHAT,AR,Block,Promodenagar,Sepahijala,Bishalgarh,Charilam,"Nibas Deb,Fr",Beat Officer,
2021-22,BLG21008,Single,SCATFORM,5.60374,JFMC,Bangshibari,BANGSHIBARI,ANR,Block,Charilam,Sepahijala,Bishalgarh,Charilam,"Jantu Kr Shil, Fr",Beat Officer,
2021-22,BLG21010,Single,SCATFORM,5.88343,JFMC,Bangshibari,BANGSHIBARI,Agro-Forestry,Block,Charilam,Sepahijala,Bishalgarh,Charilam,"Jantu Kr Shil, Fr",Beat Officer,
2021-22,BLG21023,Single,SCATFORM,4.1198,JFMC,Pravapur,PRAVAPUR,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21028,Single,SCATFORM,10.4624,JFMC,Mohanpur,MOHAN PUR,AR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21034,Single,SCATFORM,1.06932,JFMC,Mohanpur,MOHAN PUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21035,Single,SCATFORM,1.13234,JFMC,Mohanpur,MOHAN PUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21036,Single,SCATFORM,1.18406,JFMC,Mohanpur,MOHAN PUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21038,Single,SCATFORM,1.02262,JFMC,Mohanpur,MOHAN PUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21043,Single,SCATFORM,1.07279,JFMC,Pravapur,PRAVAPUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21044,Single,SCATFORM,1.08511,JFMC,Khumpuibadal,Nil,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21045,Single,SCATFORM,1.19722,JFMC,Khumpuibadal,Nil,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21047,Single,SCATFORM,1.08882,JFMC,Khumpuibadal,Nil,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21001,Single,SCATFORM,5.93541,JFMC,Pathaliaghat,PATHALIAGHAT,Agro-Forestry,Block,Promodenagar,Sepahijala,Bishalgarh,Charilam,"Nibas Deb,Fr",Beat Officer,
2021-22,BLG21007,Single,SCATFORM,4.81202,JFMC,Bangshibari,BANGSHIBARI,AR,Block,Charilam,Sepahijala,Bishalgarh,Charilam,"Jantu Kr Shil, Fr",Beat Officer,
2021-22,BLG21021,Single,SCATFORM,4.97776,JFMC,Pravapur,PRAVAPUR,AR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21041,Single,SCATFORM,0.944543,JFMC,Pravapur,PRAVAPUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21048,Single,SCATFORM,1.04564,JFMC,Khumpuibadal,Nil,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21030,Single,SCATFORM,19.6806,JFMC,Khumpuibadal,Nil,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21031,Single,SCATFORM,5.45922,JFMC,Khumpuibadal,Nil,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21037,Single,SCATFORM,1.13184,JFMC,Mohanpur,MOHAN PUR,Agro-Forestry,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21025,Single,SCATFORM,5.0496,JFMC,Mohanpur,MOHAN PUR,AR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21026,Single,SCATFORM,10.1529,JFMC,Mohanpur,MOHAN PUR,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21029,Single,SCATFORM,10.075,JFMC,Khumpuibadal,Nil,AR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,BLG21032,Single,SCATFORM,10.3229,JFMC,Khumpuibadal,Nil,AR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,"Hiran Kr Debbarma, Fr",Beat Officer,
2021-22,SNM21017,Single,SCATFORM,10.0297,JFMC,,RAHIMPUR,AR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,"Tridip Kanti Pal, Fr",Beat Officer,
2021-22,SNM21018,Single,SCATFORM,5.11049,JFMC,,RAHIMPUR,AR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,"Tridip Kanti Pal, Fr",Beat Officer,
2021-22,SNM21019,Single,SCATFORM,20.9433,JFMC,,ANANDANAGAR,AR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,Bijoy kr. Roy,Beat Officer,
2021-22,SNM21020,Single,SCATFORM,10.1859,JFMC,,ANANDANAGAR,AR,Block,Kamalnagar,Sepahijala,Sonamura,Baoxanagar,Bijoy kr. Roy,Beat Officer,
2021-22,SNM21023,Single,SCATFORM,10.2816,JFMC,,Uttar Maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Satyapati Pal, Fr",Beat Officer,
2021-22,SNM21024,Single,SCATFORM,5.57543,JFMC,,Uttar Maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Satyapati Pal, Fr",Beat Officer,
2021-22,SNM21025,Single,SCATFORM,5.10361,JFMC,,Uttar Maheshpur,AR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Satyapati Pal, Fr",Beat Officer,
2021-22,SNM21026A,Single,SCATFORM,2.42521,JFMC,,Dakshin Maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Satyapati Pal, Fr",Beat Officer,
2021-22,SNM21026B,Single,SCATFORM,2.68695,JFMC,,Dakshin Maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Satyapati Pal, Fr",Beat Officer,
